Symbol,Name,Country,Sector,Industry
NSS,NuStar Logistics L.P. 7.625% Fixed-to-Floating Rate Subordinated Notes due 2043,United States,Energy,Natural Gas Distribution
HMN,Horace Mann Educators Corporation Common Stock,United States,Finance,Property-Casualty Insurers
HMC,Honda Motor Company Ltd. Common Stock,Japan,Consumer Discretionary,Auto Manufacturing
HLX,Helix Energy Solutions Group Inc. Common Stock,United States,Energy,Oilfield Services/Equipment
NSA,National Storage Affiliates Trust Common Shares of Beneficial Interest,United States,Real Estate,Real Estate Investment Trusts
CPZ,Calamos Long/Short Equity & Dynamic Income Trust Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
NSC,Norfolk Southern Corporation Common Stock,United States,Industrials,Railroads
NSP,Insperity Inc. Common Stock,United States,Consumer Discretionary,Professional Services
DBL,DoubleLine Opportunistic Credit Fund Common Shares of Beneficial Interest,United States,,
DBI,Designer Brands Inc. Class A Common Stock,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
DBX,Dropbox Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
DBD,Diebold Nixdorf Incorporated Common stock,United States,Miscellaneous,Office Equipment/Supplies/Services
GOL,Gol Linhas Aereas Inteligentes S.A. Sponsored ADR representing 2 Pfd Shares,Brazil,Consumer Discretionary,Air Freight/Delivery Services
NTB,Bank of N.T. Butterfield & Son Limited (The) Voting Ordinary Shares,Bermuda,Finance,Commercial Banks
NTG,Tortoise Midstream Energy Fund Inc. Common Stock,,Finance,Finance Companies
DAR,Darling Ingredients Inc. Common Stock,United States,Consumer Staples,Packaged Foods
DAO,Youdao Inc. American Depositary Shares each representing one Class A Ordinary Share,China,Real Estate,Other Consumer Services
DAN,Dana Incorporated Common Stock ,United States,Consumer Discretionary,Auto Parts:O.E.M.
DAL,Delta Air Lines Inc. Common Stock,United States,Consumer Discretionary,Air Freight/Delivery Services
NRT,North European Oil Royality Trust Common Stock,United States,Energy,Oil & Gas Production
HMY,Harmony Gold Mining Company Limited,South Africa,Basic Materials,Precious Metals
NPK,National Presto Industries Inc. Common Stock,United States,Industrials,Ordnance And Accessories
DCO,Ducommun Incorporated Common Stock,United States,Industrials,Military/Government/Technical
NPO,Enpro Inc. Common Stock,United States,,
NPV,Nuveen Virginia Quality Municipal Income Fund Common Stock,United States,Finance,Investment Managers
DDD,3D Systems Corporation Common Stock,United States,Technology,Computer Software: Prepackaged Software
NQP,Nuveen Pennsylvania Quality Municipal Income Fund Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
DDC,DDC Enterprise Limited Class A Ordinary Shares,,Basic Materials,Metal Mining
HOG,Harley-Davidson Inc. Common Stock,United States,Consumer Discretionary,Motor Vehicles
NRC,National Research Corporation Common Stock (Delaware),United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch
DCI,Donaldson Company Inc. Common Stock,United States,Industrials,Pollution Control Equipment
NRP,Natural Resource Partners LP Limited Partnership,United States,Energy,Coal Mining
NRG,NRG Energy Inc. Common Stock,United States,Utilities,Electric Utilities: Central
DCF,BNY Mellon Alcentra Global Credit Income 2024 Target Term Fund Inc. Common Stock,,Finance,Finance/Investors Services
NRK,Nuveen New York AMT-Free Quality Municipal Income Fund ,United States,Finance,Trusts Except Educational Religious and Charitable
HNW,Pioneer Diversified High Income Fund Inc.,United States,Finance,Finance/Investors Services
NRO,Neuberger Berman Real Estate Securities Income Fund Inc.,United States,Finance,Finance/Investors Services
GNW,Genworth Financial Inc Common Stock,United States,Finance,Life Insurance
GOF,Guggenheim Strategic Opportunities Fund Common Shares of Beneficial Interest,United States,Finance,Finance/Investors Services
HNI,HNI Corporation Common Stock,United States,Consumer Discretionary,Office Equipment/Supplies/Services
GNK,Genco Shipping & Trading Limited Ordinary Shares New (Marshall Islands),United States,Consumer Discretionary,Marine Transportation
DAC,Danaos Corporation Common Stock,Greece,Consumer Discretionary,Marine Transportation
HQI,HireQuest Inc. Common Stock (DE),United States,Consumer Discretionary,Professional Services
NEM,Newmont Corporation,United States,Basic Materials,Precious Metals
NEN,New England Realty Associates Limited Partnership Class A Depositary Receipts Evidencing Units of Limited Partnership,United States,Real Estate,Building operators
NEO,NeoGenomics Inc. Common Stock,United States,Health Care,Precision Instruments
DMK,DMK Pharmaceuticals Corporation Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
DMF,BNY Mellon Municipal Income Inc. Common Stock,United States,Finance,Finance/Investors Services
DMB,BNY Mellon Municipal Bond Infrastructure Fund Inc. Common Stock,,Finance,Trusts Except Educational Religious and Charitable
NEP,NextEra Energy Partners LP Common Units representing limited partner interests,United States,Utilities,Electric Utilities: Central
DMA,Destra Multi-Alternative Fund Common Stock,,Finance,Trusts Except Educational Religious and Charitable
NET,Cloudflare Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
NEE,NextEra Energy Inc. 6.926% Corporate Units,United States,,
HQH,abrdn Healthcare Investors Shares of Beneficial Interest,United States,Finance,Finance Companies
DLY,DoubleLine Yield Opportunities Fund Common Shares of Beneficial Interest,United States,Finance,Investment Managers
DLX,Deluxe Corporation Common Stock,United States,Consumer Discretionary,Advertising
NEU,NewMarket Corp Common Stock,United States,Industrials,Major Chemicals
DLR,Digital Realty Trust Inc. 5.200% Series L Cumulative Redeemable Preferred Stock,United States,,
DMO,Western Asset Mortgage Opportunity Fund Inc. Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
NFE,New Fortress Energy Inc. Class A Common Stock,United States,Utilities,Oil/Gas Transmission
DNN,Denison Mines Corp Ordinary Shares (Canada),Canada,Basic Materials,Other Metals and Minerals
NBN,Northeast Bank Common Stock,United States,Finance,Major Banks
NBR,Nabors Industries Ltd.,Bermuda,Energy,Oil & Gas Production
NBY,NovaBay Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NCA,Nuveen California Municipal Value Fund,United States,Finance,Investment Managers
NCL,Northann Corp. Common Stock,,,
DOC,Physicians Realty Trust Common Shares of Beneficial Interest,United States,Real Estate,Real Estate Investment Trusts
HQY,HealthEquity Inc. Common Stock,United States,Consumer Discretionary,Business Services
DNP,DNP Select Income Fund Inc. Common Stock,United States,Finance,Investment Managers
NCV,Virtus Convertible & Income Fund Common Shares of Beneficial Interest,United States,Finance,Finance Companies
NCZ,Virtus Convertible & Income Fund II Common Shares of Beneficial Interest,United States,Finance,Finance Companies
DNB,Dun & Bradstreet Holdings Inc. Common Stock,United States,Finance,Finance: Consumer Services
DNA,Ginkgo Bioworks Holdings Inc. Class A Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NDP,Tortoise Energy Independence Fund Inc. Common Stock,United States,Finance,Finance/Investors Services
HQL,abrdn Life Sciences Investors Shares of Beneficial Interest,United States,Finance,Investment Managers
NEA,Nuveen AMT-Free Quality Municipal Income Fund Common Shares of Beneficial Interest Par Value $.01,United States,Finance,Finance/Investors Services
DLO,DLocal Limited Class A Common Shares,Uruguay,Consumer Discretionary,Business Services
NFG,National Fuel Gas Company Common Stock,United States,Utilities,Oil/Gas Transmission
NJR,NewJersey Resources Corporation Common Stock,United States,Utilities,Oil/Gas Transmission
HPF,John Hancock Pfd Income Fund II Pfd Income Fund II,United States,Finance,Finance Companies
NIC,Nicolet Bankshares Inc. Common Stock,United States,Finance,Major Banks
HPE,Hewlett Packard Enterprise Company Common Stock,United States,Telecommunications,Telecommunications Equipment
NIE,Virtus Equity & Convertible Income Fund Common Shares of Beneficial Interest,United States,Finance,Investment Managers
NIM,Nuveen Select Maturities Municipal Fund Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
DIS,Walt Disney Company (The) Common Stock,United States,Consumer Discretionary,Movies/Entertainment
NIO,NIO Inc. American depositary shares each  representing one Class A ordinary share,United States,Consumer Discretionary,Auto Manufacturing
NIU,Niu Technologies American Depositary Shares,China,Consumer Discretionary,Auto Manufacturing
NKE,Nike Inc. Common Stock,United States,Consumer Discretionary,Shoe Manufacturing
HPK,HighPeak Energy Inc. Common Stock,United States,Energy,Oil & Gas Production
DIN,Dine Brands Global Inc. Common Stock,United States,Consumer Discretionary,Restaurants
DHY,Credit Suisse High Yield Bond Fund Common Stock,United States,Finance,Finance/Investors Services
DHX,DHI Group Inc. Common Stock,United States,Consumer Discretionary,Business Services
DHT,DHT Holdings Inc.,Jersey,Consumer Discretionary,Marine Transportation
NKX,Nuveen California AMT-Free Quality Municipal Income Fund,United States,Finance,Finance/Investors Services
DHR,Danaher Corporation Common Stock,United States,Industrials,Industrial Machinery/Components
DHI,D.R. Horton Inc. Common Stock,United States,Consumer Discretionary,Homebuilding
HPI,John Hancock Preferred Income Fund Common Shares of Beneficial Interest,United States,Finance,Trusts Except Educational Religious and Charitable
DIT,AMCON Distributing Company Common Stock,United States,Consumer Discretionary,Food Distributors
NFJ,Virtus Dividend Interest & Premium Strategy Fund Common Shares of Beneficial Interest,United States,Finance,Finance: Consumer Services
NGL,NGL ENERGY PARTNERS LP 9.625% Class C Fixed-to-Floating Rate Cumulative  Redeemable Perpetual Preferred Units representing  limited partner interests,United States,,
DLB,Dolby Laboratories Common Stock,United States,Miscellaneous,Multi-Sector Companies
DLA,Delta Apparel Inc. Common Stock,United States,Consumer Staples,Apparel
HPS,John Hancock Preferred Income Fund III Preferred Income Fund III,United States,Finance,Investment Managers
HPQ,HP Inc. Common Stock,United States,Technology,Computer Manufacturing
